SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Suburb,Neighborhood_Urban,Neighborhood_Rural,Age,SquareFeet_Bedrooms,Log_Price
2905,5,2,2007,318816.6875643763,True,False,False,17,14525,12.672374706054176
1239,5,1,2001,236345.2313713693,False,False,True,23,6195,12.373053090976294
1686,4,1,2003,182688.3091991802,True,False,False,21,6744,12.115542225050163
2468,5,1,1989,212573.8587615263,False,True,False,35,12340,12.267049481836631
2875,3,3,1986,306306.3182723067,True,False,False,38,8625,12.632344185033999
1739,2,3,2001,109975.30203790344,False,True,False,23,3478,11.60802018554582
1996,2,3,1965,259367.94633683565,False,True,False,59,3992,12.466006830270484
1486,2,1,1971,106948.5909939244,False,False,True,53,2972,11.580112890229508
1764,2,1,1976,191963.27001207013,True,False,False,48,3528,12.165064540005206
2434,5,2,1956,273240.4877855922,True,False,False,68,12170,12.518111253808243
2915,4,3,1987,261810.04680912095,False,True,False,37,11660,12.475378327171704
1622,4,1,1999,229518.6197393352,False,True,False,25,6488,12.34374379388904
2776,4,2,1989,248750.78210213472,True,False,False,35,11104,12.424210819224864
1735,4,2,1995,247472.17466027584,False,False,True,29,6940,12.419057469905773
1297,2,3,1982,127453.40283909562,False,False,True,42,2594,11.755513954826215
2075,3,3,2008,255326.6921896374,False,True,False,16,6225,12.450303066558487
1732,3,3,1997,160093.4521677229,False,False,True,27,5196,11.983519246090353
2000,4,1,1964,193984.2420885665,False,True,False,60,8000,12.175537363443446
1303,2,1,1952,143882.88481147573,False,True,False,72,2606,11.876761897802826
2311,5,3,1954,239634.75628509236,False,False,True,70,11555,12.386875367332548
1663,4,2,2011,192850.00284653503,False,True,False,13,6652,12.169673163760446
1898,5,1,1970,321406.1603697603,False,False,True,54,9490,12.680464010723632
2141,5,1,1998,237708.05674473805,False,False,True,26,10705,12.378802754198956
2946,5,3,1975,357233.68916220387,False,False,True,49,14730,12.786148237385122
2992,3,1,1988,321309.4588986737,True,False,False,36,8976,12.680163096390752
2447,4,3,2010,224410.04814073615,False,False,True,14,9788,12.32123468555747
1790,2,1,1953,81537.08848845093,True,False,False,71,3580,11.308825533474607
1646,2,2,1984,233113.16648829865,True,False,False,40,3292,12.359283597472741
1208,2,1,1968,157336.49936403427,True,False,False,56,2416,11.966148454557713
2150,4,3,2018,225916.835305708,True,False,False,6,8600,12.327926651556036
2316,3,2,1955,203343.6202359677,False,False,True,69,6948,12.222657455298016
1518,5,2,2008,151929.45400776324,True,False,False,16,7590,11.931178155702703
2245,2,3,2008,300016.66816701274,True,False,False,16,4490,12.611596645794204
1076,3,2,1964,163909.3990082407,False,True,False,60,3228,12.007075209993424
1337,5,1,1955,12396.064575359254,False,True,False,69,6685,9.425214995775073
1862,5,2,1994,273213.7063826215,True,False,False,30,9310,12.518013235327427
2813,3,2,1971,270325.2408135861,True,False,False,53,8439,12.50738480788398
2869,4,2,1953,370882.9504785577,False,False,True,71,11476,12.823644490712251
2873,4,1,1964,253834.0004277326,False,False,True,60,11492,12.44443973030095
2762,3,2,2013,346308.26848365733,False,True,False,11,8286,12.75508749435132
1912,5,1,1972,203643.5251206621,False,False,True,52,9560,12.22413122894726
2298,2,2,1951,201976.8821567349,False,True,False,73,4596,12.215913476114817
2886,2,3,1954,284151.6464762248,False,False,True,70,5772,12.557266860340967
1806,4,1,2003,211911.371111404,False,False,True,21,7224,12.263928124389915
2140,2,1,1999,225713.3846827644,True,False,False,25,4280,12.327025694415683
2315,5,1,2017,243951.52240286407,False,True,False,7,11575,12.404728905026003
2294,3,2,2018,274507.32469762256,False,False,True,6,6882,12.522736866239171
2470,5,1,2017,309049.1352928148,False,False,True,7,12350,12.641258792857311
2180,2,3,2008,235747.0167545165,False,True,False,16,4360,12.37051878796622
1571,5,3,1958,250923.81626969733,False,False,True,66,7855,12.432908636469707
2207,4,2,2012,330134.9204924589,False,True,False,12,8828,12.707259728923443
1423,3,1,1978,125572.56230164536,True,False,False,46,4269,11.74064701963091
2679,3,2,1951,292752.3823320371,False,True,False,73,8037,12.587085835046635
1672,2,3,1977,161456.39041218293,False,True,False,47,3344,11.991996550376815
2624,2,2,1963,253667.25329406568,True,False,False,61,5248,12.443782602929078
2039,5,3,2003,266555.32809063594,False,True,False,21,10195,12.493340862695554
1925,5,3,2007,224047.28882398136,False,True,False,17,9625,12.319616882711262
2784,3,2,2014,280235.6259561864,False,False,True,10,8352,12.543389617962271
1097,4,3,1986,125713.45093402456,False,True,False,38,4388,11.741768351646135
2985,4,3,1990,360298.6004812923,False,False,True,34,11940,12.794691187885423
2639,2,3,2003,225416.8745472719,False,False,True,21,5278,12.32571117889558
1299,4,1,1995,123712.12699351452,True,False,False,29,5196,11.725720672342165
1746,3,3,1966,211844.7110823129,False,False,True,58,5238,12.263613510781623
2445,4,2,1965,312013.7261467616,False,True,False,59,9780,12.65080566486611
2330,3,1,2011,241598.4560806927,True,False,False,13,6990,12.395036493718626
2979,2,1,1992,293674.68470189715,True,False,False,32,5958,12.59023132418472
1273,5,2,2016,286708.0462159462,False,True,False,8,6365,12.566223204271992
1260,4,3,1995,149632.74655615003,True,False,False,29,5040,11.915945897667381
2262,3,2,2018,191444.71662663727,True,False,False,6,6786,12.162359583328632
1935,2,2,1966,231399.0093073465,False,True,False,58,3870,12.351903133963608
2797,3,3,1958,296972.5421233435,False,True,False,66,8391,12.601398330056856
1331,4,3,1991,82262.15684944642,False,False,True,33,5324,11.317678617530508
1114,3,1,2003,93167.64729528016,False,True,False,21,3342,11.442166541666541
1267,2,1,1987,215404.34512941164,False,False,True,37,2534,12.280276858296316
1011,2,3,1996,167087.42295077146,False,True,False,28,2022,12.026278430021614
1072,5,3,2002,159884.17145284722,False,True,False,22,5360,11.98221115814182
2015,5,2,1992,253541.03117460557,True,False,False,32,10075,12.443284891719623
1873,4,3,1960,181970.37379368348,False,True,False,64,7492,12.111604666840165
1405,2,3,1962,189506.23619754965,True,False,False,62,2810,12.15218248851461
2840,4,3,1977,274916.10051766544,False,True,False,47,11360,12.524224878539686
1177,2,3,1993,107350.85160154724,False,True,False,31,2354,11.583867051425967
2999,4,3,1955,376588.853123631,False,True,False,69,11996,12.838911951463642
1771,2,2,1966,169294.4817252858,True,False,False,58,3542,12.039400879786868
1945,4,3,1957,349159.3295385224,False,False,True,67,7780,12.763286492652606
2282,3,2,1976,239716.27841066645,True,False,False,48,6846,12.387215501306716
1399,5,2,1998,158821.39403940033,False,False,True,26,6995,11.975541838251978
1269,3,1,1968,235897.4176739676,True,False,False,56,3807,12.371156557759738
2855,5,2,1957,297400.64648435323,False,True,False,67,14275,12.602838849254983
2655,4,1,1980,245434.22109681444,True,False,False,44,10620,12.410788326212078
2704,2,3,2000,393291.4331097984,False,False,True,24,5408,12.88230871874791
1485,2,1,2015,229644.90375837416,False,True,False,9,2970,12.344293852705569
2603,4,3,1987,326795.67717570707,False,False,True,37,10412,12.697093474155299
1058,2,3,2005,84006.62834300319,False,False,True,19,2116,11.338662887309326
1641,4,1,1977,178176.69786063893,False,True,False,47,6564,12.090536633889444
1886,3,2,1971,188546.42865272277,True,False,False,53,5658,12.147104865111267
1265,4,3,1963,172497.93523552205,False,True,False,61,5060,12.058146342886802
1074,2,1,1953,147023.68816988467,False,False,True,71,2148,11.89835579839331
2113,2,2,1990,199462.7568792308,False,False,True,34,4226,12.203387829029811
1504,4,2,1959,132797.6870594403,True,False,False,65,6016,11.796589629374997
1356,4,3,2012,108983.7850178886,False,False,True,12,5424,11.598963564476263
1153,4,2,1979,115046.35175225594,True,False,False,45,4612,11.653099076965264
2923,4,2,1972,310955.63645647455,False,False,True,52,11692,12.647408748823903
2241,5,3,2018,306722.2057422934,False,False,True,6,11205,12.633701009914645
1485,5,2,1956,180188.7652967093,False,True,False,68,7425,12.101765826187735
2563,3,1,1988,280523.35362409754,True,False,False,36,7689,12.544415822365355
2153,5,2,2001,205441.7422911479,False,False,True,23,10765,12.232922647774453
1065,2,1,2008,136669.50134502104,False,True,False,16,2130,11.825328208240851
2167,5,2,1973,273515.9797415555,False,False,True,51,10835,12.519118982067205
1379,5,3,1963,199361.81415538248,True,False,False,61,6895,12.202881630429543
2336,2,2,1989,209983.2730089106,True,False,False,35,4672,12.254787916461417
1406,5,1,1950,179221.21615854467,False,True,False,74,7030,12.096381745937835
2430,4,2,1991,293513.3172601773,True,False,False,33,9720,12.589681698185492
2996,5,3,1969,301026.3202562129,True,False,False,55,14980,12.614956304582929
1276,5,2,2001,170739.8028068064,False,False,True,23,6380,12.047901912479016
1614,5,2,1961,115856.0518119678,False,False,True,63,8070,11.660112398201946
2432,4,1,1958,247115.709957828,False,True,False,66,9728,12.41761601396316
1313,4,2,1981,110592.39631498826,True,False,False,43,5252,11.613615658466706
1548,3,1,1964,130555.14727380149,True,False,False,60,4644,11.779558660523875
2272,3,3,1958,290450.93903390924,False,True,False,66,6816,12.579193399362964
2968,4,2,1953,404504.76645625226,False,False,True,71,11872,12.910421271142365
1460,2,3,1990,143167.5513290646,True,False,False,34,2920,11.871777895766229
1398,3,3,1973,115283.82498092028,True,False,False,51,4194,11.655161084246874
2691,5,1,1978,261539.0835361396,False,False,True,46,13455,12.474342833861451
1450,5,2,2016,223776.87946190755,False,False,True,8,7250,12.318409229322121
1470,5,1,2002,205502.62055816397,False,True,False,22,7350,12.233218931051129
2667,2,1,1963,330239.31872245006,False,False,True,61,5334,12.707575906958512
2582,3,1,1959,271357.7534797481,True,False,False,65,7746,12.511197037971602
2457,4,2,1963,313252.6478685426,False,True,False,61,9828,12.654768517921292
1955,4,1,2019,182542.92090711696,False,False,True,5,7820,12.11474608555486
2469,2,3,1959,311387.12237179413,False,True,False,65,4938,12.64879539498212
1706,4,2,1955,230524.0485031603,False,False,True,69,6824,12.348114805810358
1102,2,3,1986,86047.37076322376,True,False,False,38,2204,11.362664867854676
1327,4,1,1961,130968.9716991264,True,False,False,63,5308,11.782723352236737
2706,4,1,2005,281649.7982495089,False,True,False,19,10824,12.548423278508473
1600,2,3,1976,211086.38894953264,False,True,False,48,3200,12.260027492352885
1245,4,3,2016,151767.89315499496,False,True,False,8,4980,11.93011420301714
2081,3,1,1977,218715.2850331004,False,True,False,47,6243,12.295530666778326
1104,4,2,2011,75598.22827742714,False,False,True,13,4416,11.233201354144983
1691,5,2,1986,228012.3940009939,False,True,False,38,8455,12.337159651829516
1971,2,1,2001,195215.39938702708,False,False,True,23,3942,12.181863962685426
2092,4,1,1967,203807.06999555003,False,True,False,57,8368,12.22493399660971
1992,3,3,1962,181053.06884445163,False,False,True,62,5976,12.106550988536684
2325,4,3,1957,270205.632929387,False,False,True,67,9300,12.506942252428201
1152,4,1,2019,192773.99236426863,False,True,False,5,4608,12.169278945091609
2560,5,1,1998,207706.97416064065,False,True,False,26,12800,12.243888401812061
2912,3,1,1955,276367.81802553136,False,False,True,69,8736,12.529491549842755
2058,4,3,1959,202561.03093596463,False,False,True,65,8232,12.218801444230323
1956,4,1,1965,300427.4711096259,True,False,False,59,7824,12.61296497171001
2038,5,1,1975,244770.5470442132,False,False,True,49,10190,12.408080593470595
2129,2,3,1982,241963.66683789808,False,True,False,42,4258,12.396546989677011
1729,2,3,1982,176885.5596770151,True,False,False,42,3458,12.083263900308486
2919,2,2,1961,343240.06595056114,False,False,True,63,5838,12.746188295470835
1073,5,3,2009,43005.00885599756,True,False,False,15,5365,10.66909512575001
1855,2,2,1968,129364.12698562974,False,True,False,56,3710,11.770394126935221
2954,3,2,2004,273599.37215155904,False,True,False,20,8862,12.519423824932675
1284,2,1,2015,166344.3526633895,False,False,True,9,2568,12.021821343956221
2573,2,1,1976,323647.1778737914,False,True,False,48,5146,12.687412334029773
2220,4,3,2002,259301.32492909685,True,False,False,22,8880,12.465749937661249
1279,3,1,1968,70008.81295701138,True,False,False,56,3837,11.156390696306646
1786,5,3,1970,218299.86515801636,False,False,True,54,8930,12.293629505691046
1685,3,1,1977,151093.68166660043,False,False,True,47,5055,11.92566195019996
2840,2,2,1951,335702.7469023029,False,True,False,73,5680,12.723984344366377
2579,4,2,1980,331627.0655459732,True,False,False,44,10316,12.711769335410803
1968,5,1,1979,285757.79166759737,True,False,False,45,9840,12.56290334817448
2689,3,3,2010,306599.5237644452,False,False,True,14,8067,12.633300953717299
2176,3,2,1971,228323.80884516405,False,True,False,53,6528,12.33852449435451
1290,2,1,1999,44579.54252290328,False,False,True,25,2580,10.705052776513709
1931,2,3,1977,174422.61272863194,True,False,False,47,3862,12.069242175378257
2165,5,1,1974,169201.7656376816,False,True,False,50,10825,12.038853071397044
1767,2,3,2011,79218.4500715057,True,False,False,13,3534,11.279977129363196
1311,4,3,1995,174004.33671473313,False,True,False,29,5244,12.066841248500657
1645,5,2,1970,172494.56386056423,True,False,False,54,8225,12.058126798372518
2055,2,1,1962,250077.84076409583,False,False,True,62,4110,12.42953151018429
1025,5,2,2020,136115.74489677662,False,True,False,4,5125,11.821268214846517
2934,3,2,1980,246377.3934275577,False,False,True,44,8802,12.41462381778506
1254,5,2,1993,199793.4118781034,False,True,False,31,6270,12.205044176227402
2968,3,3,2013,321853.8898785423,False,False,True,11,8904,12.681856070401055
2758,5,2,1996,359346.5578348466,False,False,True,28,13790,12.792045326810733
2079,2,2,2019,235732.7607859505,False,True,False,5,4158,12.370458314924635
1292,3,1,1967,163639.70431604414,False,False,True,57,3876,12.00542847609203
1636,5,2,1974,182964.43642772877,False,True,False,50,8180,12.117052542005375
1229,4,1,2013,87169.71245555789,True,False,False,11,4916,11.375623687145996
1052,2,2,1956,217309.90724043452,False,True,False,68,2104,12.289084359372467
1953,5,3,1959,260513.3100395848,True,False,False,65,9765,12.470413071640252
1100,5,3,1997,75583.51399470243,True,False,False,27,5500,11.233006699844857
2490,3,1,1962,282207.0102107179,False,True,False,62,7470,12.55039970286944
2869,3,1,2018,250572.97776890208,True,False,False,6,8607,12.4315094763433
1803,2,2,2016,128214.21471761208,False,False,True,8,3606,11.761465495971402
1868,3,3,1968,198753.08731245843,True,False,False,56,5604,12.19982359739925
1266,5,3,1964,157014.89802231235,False,True,False,60,6330,11.964102340492481
2818,5,1,2020,273606.9737082549,False,False,True,4,14090,12.519451607976386
1001,3,2,1982,123406.0008862022,False,False,True,42,3003,11.723243122119698
1021,2,3,1956,110941.8019673705,False,True,False,68,2042,11.616770049891784
1577,4,1,1980,137418.01690928568,False,True,False,44,6308,11.83079005464655
1211,5,2,2014,121617.01875149691,True,False,False,10,6055,11.708640418058733
2259,5,1,1962,163399.80569392932,False,False,True,62,11295,12.003961392203284
2903,3,2,2000,327937.14205610857,True,False,False,24,8709,12.700580278288355
1528,4,3,1974,218573.377202937,False,True,False,50,6112,12.294881634693263
1387,5,1,1953,156145.47412418682,True,False,False,71,6935,11.958549782399851
1013,4,3,2018,23805.502000274384,False,False,True,6,4052,10.077714015637914
1518,4,1,1956,189791.54518574665,True,False,False,68,6072,12.153686887177672
2870,5,1,1951,251379.91499657737,False,True,False,73,14350,12.434724657366298
2245,4,3,2005,240008.0624309068,False,True,False,19,8980,12.388431961740011
2935,4,1,2005,314594.7063888789,False,True,False,19,11740,12.659043621671094
1615,3,2,1989,174219.32764738932,True,False,False,35,4845,12.068076028024251
1961,3,2,1958,176601.9943995772,True,False,False,66,5883,12.081659522838244
1402,4,2,1962,187531.50212598924,True,False,False,62,5608,12.141707454042093
2536,2,1,2013,253405.94800366455,False,True,False,11,5072,12.442751965607977
1286,4,1,1963,92340.07941000696,False,True,False,61,5144,11.433244385509736
1383,5,1,2003,130280.61112259212,False,False,True,21,6915,11.777453625928626
2270,2,3,2015,172688.75017908405,False,True,False,9,4540,12.05925191193388
2923,3,1,1957,313250.2554501172,True,False,False,67,8769,12.654760880571887
2114,2,1,2013,147127.13735043883,False,False,True,11,4228,11.899059168722227
1825,3,3,2016,229519.89782547107,True,False,False,8,5475,12.343749362400258
1311,2,1,1955,34922.68595355825,False,True,False,69,2622,10.460920558608692
2460,4,3,1988,256332.03176179985,False,False,True,36,9840,12.454232783337055
1725,3,3,2020,164110.3331532606,True,False,False,4,5175,12.008300337175262
1042,5,3,1965,137912.98442330878,False,True,False,59,5210,11.834385468525971
2097,2,3,1968,257730.81393036243,True,False,False,56,4194,12.45967484237874
1753,4,3,2010,183611.25447137887,True,False,False,14,7012,12.12058150042796
1992,2,2,2000,137423.06518654583,True,False,False,24,3984,11.830826790352047
2584,2,2,1968,277035.7960909933,False,False,True,56,5168,12.531905614220928
2903,5,1,2003,349553.6362572281,True,False,False,21,14515,12.764415155354468
1875,2,1,2015,221253.6494248134,False,False,True,9,3750,12.307069576998817
2339,5,1,1967,206886.21741973763,True,False,False,57,11695,12.239929080383504
1733,3,1,1956,208695.53751209768,True,False,False,68,5199,12.24863650218544
2885,5,1,1984,353105.1894380394,False,False,True,40,14425,12.774524110615976
1143,5,3,1964,167404.23780873787,False,True,False,60,5715,12.028172725728052
2352,3,2,2000,308486.2995269279,False,False,True,24,7056,12.639435953009885
1208,5,2,1971,253809.29298852457,True,False,False,53,6040,12.444342388950412
2122,4,2,1983,150751.89519911062,False,True,False,41,8488,11.923397319705913
1699,2,3,1959,223613.39007763256,True,False,False,65,3398,12.317678374532338
1113,5,2,1979,155343.6764636373,False,False,True,45,5565,11.953401646217536
1174,2,3,1998,72662.68412748087,False,True,False,26,2348,11.193597008143549
1270,5,2,1981,243485.3502902861,False,False,True,43,6350,12.402816163630842
1062,3,3,1979,137880.2139162468,False,False,True,45,3186,11.83414782474237
2007,3,1,2015,344737.6716135141,True,False,False,9,6021,12.750541935401412
1795,2,1,2010,177904.8242457854,True,False,False,14,3590,12.089009611992587
2427,2,3,1986,254984.87250267723,False,False,True,38,4854,12.448963420655533
1224,2,3,2019,146623.03072101515,True,False,False,5,2448,11.895626975335563
2982,3,3,2019,319227.4727658026,False,False,True,5,8946,12.67366234097379
1160,2,2,1982,226557.9251519187,False,False,True,42,2320,12.33076034526684
2059,5,1,1951,147005.9003400685,False,True,False,73,10295,11.898234805748077
1380,5,2,1964,275470.591573347,False,True,False,60,6900,12.52623978637208
2676,2,1,2017,277527.24369408406,False,False,True,7,5352,12.533677986067268
1317,3,2,2018,215746.32604704023,False,True,False,6,3951,12.281863215112395
1707,5,2,1997,82835.34265315696,False,False,True,27,8535,11.324622165007582
2686,3,3,1979,231395.96554318437,False,True,False,45,8058,12.351889980186346
1455,3,1,1985,176874.161838,False,True,False,39,4365,12.08319946236438
2292,3,2,1984,186523.1238835961,False,False,True,40,6876,12.136315860283228
1343,2,3,1951,174292.4925334992,False,True,False,73,2686,12.068495895948837
2063,3,3,1966,158732.39870088414,True,False,False,58,6189,11.97498133617404
2773,3,3,1988,232184.6804230832,False,False,True,36,8319,12.355292677193074
1413,2,3,1953,162800.4282555481,True,False,False,71,2826,12.00028650558057
2403,4,2,1964,278217.38651978376,False,True,False,60,9612,12.536161647300446
2245,5,2,1979,224371.88655462515,False,False,True,45,11225,12.321064618925167
2304,2,1,1971,240577.5767541283,True,False,False,53,4608,12.390802037636178
1224,5,2,1958,170891.5091776033,True,False,False,66,6120,12.0487900365316
2480,2,3,1989,179069.1036892615,False,True,False,35,4960,12.095532648873814
2177,2,1,1954,232999.96611602572,False,False,True,70,4354,12.358797878959953
1279,2,1,2018,217199.80490004487,False,False,True,6,2558,12.288577572836363
2376,5,2,2003,348183.4908967682,False,False,True,21,11880,12.760487764533814
2062,2,1,1970,269710.0629460172,False,False,True,54,4124,12.505106527737853
1728,2,2,2007,128766.80772193272,False,True,False,17,3456,11.765766121365065
2779,2,3,2007,249683.8567399868,False,True,False,17,5558,12.427954828613801
1620,5,3,1973,203419.80339091396,False,True,False,51,8100,12.223032035591284
1974,4,2,1972,223688.80070353637,False,True,False,52,7896,12.318015552802395
1572,2,3,2021,152793.3849519653,False,True,False,3,3144,11.936848407342781
1488,2,2,1951,159399.51413903068,False,False,True,73,2976,11.979175270797484
2007,2,2,1988,214029.31401574396,False,False,True,36,4014,12.273872938251145
2968,2,3,1951,367093.86937752174,False,False,True,73,5936,12.813375593297698
1936,2,3,1992,189253.695391016,False,False,True,32,3872,12.15084898151248
2221,4,1,2001,220367.2646025769,False,False,True,23,8884,12.303055355886883
2299,3,3,2021,381055.99310159695,False,False,True,3,6897,12.850704231114808
2195,3,3,1996,204551.93775217573,True,False,False,28,6585,12.228582085279227
1783,2,2,1998,88472.75559820446,False,False,True,26,3566,11.390461240104347
1507,5,2,1973,167392.27164966642,True,False,False,51,7535,12.028101242978048
1404,4,3,1992,145017.7881464615,False,False,True,32,5616,11.884618586432673
2294,4,1,1951,323762.04102942906,True,False,False,73,9176,12.687767172356601
2958,4,2,2005,336077.3043082338,False,False,True,19,11832,12.72509946033016
2577,3,2,1975,347371.9256405946,True,False,False,49,7731,12.75815419549936
2724,5,3,1992,274316.9574444471,True,False,False,32,13620,12.522043141222698
1771,3,3,1975,188723.44614256415,False,True,False,49,5313,12.148043273270781
1663,4,3,1986,242445.1657550033,False,True,False,38,6652,12.398534967828134
1130,3,3,1986,179412.0993396708,False,True,False,38,3390,12.097446243442137
2649,3,3,1992,220262.43028430568,False,True,False,32,7947,12.302579519393658
2408,2,1,1986,232456.21858037484,True,False,False,38,4816,12.356461480972433
2757,2,2,2014,317851.66429607646,False,True,False,10,5514,12.66934323457286
2420,2,1,2013,186630.08446156865,True,False,False,11,4840,12.136889136917238
2589,4,1,1998,289708.856495106,False,False,True,26,10356,12.576635206289149
2873,2,3,1969,188035.7217046956,False,False,True,55,5746,12.14439255095448
2319,4,2,2010,193233.6553681466,True,False,False,14,9276,12.171660560286199
2406,2,3,2008,292006.4261591255,False,True,False,16,4812,12.584534512978829
2535,4,1,2017,250913.6418214444,False,False,True,7,10140,12.432868087851658
2418,3,2,1991,238027.63204097652,False,False,True,33,7254,12.380146248111002
2577,5,2,1983,291448.6884431355,False,True,False,41,12885,12.582622674484055
2628,4,3,1963,310644.1224901181,True,False,False,61,10512,12.646406454387146
2283,3,1,2002,222808.9307489627,True,False,False,22,6849,12.314074358523822
1280,2,3,1963,216366.8396098643,False,True,False,61,2560,12.28473519942887
2379,3,2,1982,267443.6512999537,True,False,False,42,7137,12.496667912880948
1419,3,3,1958,119095.44856948618,True,False,False,66,4257,11.687688936002797
2215,5,2,2019,192251.60428092812,False,False,True,5,11075,12.166565433600864
1636,2,3,1988,229177.94797119632,False,True,False,36,3272,12.342258409565838
2451,4,1,1955,260036.84536217328,False,True,False,69,9804,12.468582458490252
1807,4,1,1999,291145.7990764287,False,False,True,25,7228,12.58158288313452
1347,4,3,2004,158592.51408572384,False,False,True,20,5388,11.974099692552999
1428,2,1,1957,157369.26830653613,False,True,False,67,2856,11.966356704534272
2415,4,3,1964,244955.68059247316,True,False,False,60,9660,12.40883665998517
2364,5,2,1960,379747.588869019,True,False,False,64,11820,12.847264704503832
1546,3,1,1955,197837.7515323957,False,True,False,69,4638,12.195207591684058
1939,2,1,2003,198405.96873114863,False,True,False,21,3878,12.19807559786902
1401,4,1,1961,143422.9894472491,False,False,True,63,5604,11.873560483583294
2070,3,2,2002,227677.2073291064,False,False,True,22,6210,12.335688539650317
1664,3,1,1977,234514.05071543023,True,False,False,47,4992,12.365275046964237
1749,5,1,2017,269764.43669805734,False,False,True,7,8745,12.505308107425792
2448,4,3,1973,233941.3708070965,False,False,True,51,9792,12.362830085406133
2540,2,3,1985,319639.10462597973,False,False,True,39,5080,12.674950968812771
1959,3,2,1957,327872.72003543645,False,False,True,67,5877,12.700383813342834
2981,5,2,2017,323905.32469829253,False,True,False,7,14905,12.68820963166928
1636,3,3,1952,282449.45969706494,False,True,False,72,4908,12.55125845028639
1878,5,1,1997,203154.71505752887,False,False,True,27,9390,12.22172803322558
2351,5,3,1997,257916.44853429132,False,False,True,27,11755,12.460394845782066
1086,3,3,1994,120232.41515899084,True,False,False,30,3258,11.697190258780463
1514,3,2,1984,162051.65141261555,False,False,True,40,4542,11.995676570130478
2003,4,2,1983,172624.6557154165,False,False,True,41,8012,12.058880689200636
2188,2,1,1986,297348.08113300847,True,False,False,38,4376,12.602662084943345
2246,5,3,1966,285788.372852428,False,False,True,58,11230,12.563010359925224
1860,5,1,1989,210805.3499932989,False,False,True,35,9300,12.258695218503517
2320,3,2,1992,264931.9422612108,False,True,False,32,6960,12.487232024875391
1915,3,2,2014,169309.0876999793,False,False,True,10,5745,12.039487151106783
1450,3,2,2007,98928.65862298531,True,False,False,17,4350,11.502164357618758
2366,2,1,2012,208928.54192417345,False,True,False,12,4732,12.249752354129201
2959,3,1,2010,200934.2694870613,False,True,False,14,8877,12.21073809282151
1340,5,3,1988,148853.66072045427,False,True,False,36,6700,11.910725677478444
2484,5,2,1956,233672.06995090956,True,False,False,68,12420,12.361678280472049
2415,5,3,1992,283120.06034563005,True,False,False,32,12075,12.5536298602286
2924,2,2,1968,308100.1249876965,False,True,False,56,5848,12.638183335950039
2560,2,3,1994,265301.17616060504,True,False,False,30,5120,12.488624742732993
2574,2,2,1977,343427.60216115805,False,False,True,47,5148,12.746734515069482
1420,2,3,2017,162181.79172181245,False,False,True,7,2840,11.996479322074727
1380,4,1,1961,181122.58549343547,True,False,False,63,5520,12.106934870032436
2640,4,1,1964,264821.2238747533,False,True,False,60,10560,12.486814026542776
1004,4,3,2011,123942.2468957212,False,True,False,13,4016,11.72757905349199
1647,3,2,2009,217502.36000853387,False,False,True,15,4941,12.28996957770665
2027,2,1,1991,238174.14537582407,False,False,True,33,4054,12.380761586948779
2704,2,3,2003,306362.29959788907,False,True,False,21,5408,12.632526930294192
1315,4,1,1996,152941.21905506693,False,False,True,28,5260,11.937815475810774
2845,4,3,1985,374900.10049326654,False,True,False,39,11380,12.834417538151188
2941,2,3,1979,376786.0084716129,False,False,True,45,5882,12.839435342511424
2101,4,1,1998,307428.788784646,False,True,False,26,8404,12.636002011002017
1530,3,1,2002,114226.5719774048,False,False,True,22,4590,11.645947982942296
2740,3,3,2021,297596.5596156311,False,False,True,3,8220,12.603497381691158
1354,3,3,2002,157602.39410371095,True,False,False,22,4062,11.967836992365074
2859,5,3,1956,353936.9167489209,True,False,False,68,14295,12.776876800320192
2056,5,3,2010,164564.04051356355,False,True,False,14,10280,12.011061154105455
1661,2,3,2016,174157.84210202482,False,False,True,8,3322,12.067723047413802
2728,5,1,2000,327659.35096262663,False,True,False,24,13640,12.699732835491995
2162,4,2,1956,284764.96064941003,False,False,True,68,8648,12.559422931185173
2295,3,3,2020,243318.066239924,False,True,False,4,6885,12.402128890846825
2219,3,2,1952,250476.13894268996,False,True,False,72,6657,12.431122933636626
1126,5,2,2019,237226.90487420943,False,True,False,5,5630,12.376776581994974
1348,3,2,1963,145339.4685758138,False,False,True,61,4044,11.886834328163047
2766,3,3,2000,327385.500803206,False,True,False,24,8298,12.698896711557847
2067,3,1,1976,251818.95817134573,False,True,False,48,6201,12.436469659450308
1741,4,2,1994,208858.57709746016,True,False,False,30,6964,12.249417425218027
1727,5,3,1970,300785.24999208853,False,False,True,54,8635,12.614155158550549
1243,3,1,1991,117871.2898072682,True,False,False,33,3729,11.677357027580392
1008,3,1,2007,130342.59195534328,True,False,False,17,3024,11.77792925785668
2785,3,2,1984,364768.2501338548,True,False,False,40,8355,12.807020241233278
1711,2,2,2016,166116.29853109832,False,True,False,8,3422,12.020449435459186
1845,4,2,2021,94547.23149837236,False,True,False,3,7380,11.456865369505246
2102,5,1,2003,157826.2856579657,False,False,True,21,10510,11.96925658536106
2780,3,1,1965,311386.3468570573,False,False,True,59,8340,12.64879290447061
2213,4,1,1962,240907.1675708046,False,False,True,62,8852,12.392171092431727
1085,3,2,1986,194883.8554747524,False,False,True,38,3255,12.180164178396248
2508,5,2,1964,327913.7410007798,False,False,True,60,12540,12.700508917603837
